freebase_id,name,aliases
/m/0dlv0,New Delhi,"delhi,new delhi,delhi, new,new"
/m/07q68q,Samuel Vincent,"samuel,vincent,vincent, samuel,samuel vincent"
/m/080h2,Vancouver,vancouver
/m/0ydpd,Asheville,asheville
/m/0b_6s7,1991 NCAA Division I men's basketball tournament,"tournament,1991,ncaa,i,division,basketball,men's,1991 ncaa division i men's basketball tournament,tournament, 1991 ncaa division i men's basketball"
/m/02v406,Dolph Lundgren,"lundgren,dolph,dolph lundgren,lundgren, dolph"
/m/019q50,Kyoto University,"kyoto,kyoto university,university,university, kyoto"
/m/01vy_v8,Frank Oz,"oz,oz, frank,frank oz,frank"
/m/018yj6,William Baldwin,"william baldwin,baldwin,william,baldwin, william"
/m/0133jj,Tyrol,tyrol
/m/0gg5qcw,The Ides of March,"the ides of march,march,march, the ides of,the,ides,of"
/m/02zft0,Alan and Marilyn Bergman,"alan,and,alan and marilyn bergman,bergman, alan and marilyn,marilyn,bergman"
/m/031ydm,Cynthia Watros,"watros, cynthia,cynthia watros,cynthia,watros"
/m/041n28,U.D. Leiria,"leiria,u.d. leiria,u.d.,leiria, u.d."
/m/0hmyfsv,Meta,meta
/m/0nr_q,Johnson County,"johnson,county,johnson county,county, johnson"
/m/01mvpv,Lewis Cass,"cass, lewis,lewis,lewis cass,cass"
/m/029spt,South Somerset,"south somerset,south,somerset, south,somerset"
/m/02nhxf,"Grammy Award for Producer of the Year, Non-Classical","for,grammy,producer,non-classical, grammy award for producer of the year,,the,award,non-classical,of,year,,grammy award for producer of the year, non-classical"
/m/03r1pr,Stan Winston,"winston,stan,winston, stan,stan winston"
/m/02qjb7z,Halifax,halifax
/m/0306ds,LisaGay Hamilton,"hamilton, lisagay,lisagay hamilton,hamilton,lisagay"
/m/01vrlr4,Adolph Green,"green,adolph green,adolph,green, adolph"
/m/0gkxgfq,38th Daytime Emmy Awards,"38th daytime emmy awards,daytime,awards,awards, 38th daytime emmy,38th,emmy"
/m/01w60_p,Q188969,q188969
/m/03r00m,Grammy Award for Best Urban/Alternative Performance,"for,grammy,performance, grammy award for best urban/alternative,award,performance,grammy award for best urban/alternative performance,best,urban/alternative"
/m/07_m9_,Adolf Hitler,"adolf hitler,hitler, adolf,adolf,hitler"
/m/01nrgq,Tim Conway,"tim conway,conway,conway, tim,tim"
/m/0ycht,White Plains,"white,plains,white plains,plains, white"
/m/04zn7g,Chris Penn,"chris penn,penn,penn, chris,chris"
/m/01ynvx,Revelation Records,"revelation,records, revelation,revelation records,records"
/m/04ycjk,Boston University School of Law,"university,law, boston university school of,law,of,boston university school of law,boston,school"
/m/02vqhv0,A Christmas Carol,"a christmas carol,christmas,a,carol, a christmas,carol"
/m/03gkn5,Robert Gates,"gates,gates, robert,robert gates,robert"
/m/01kh2m1,Robert Cray,"cray,robert cray,cray, robert,robert"
/m/01jgkj2,James Ingram,"james,ingram,ingram, james,james ingram"
/m/0n3dv,Cass County,"county, cass,county,cass,cass county"
/m/02l_7y,Steve Howe,"howe, steve,steve howe,steve,howe"
/m/059wk,Nintendo,nintendo
/m/013cr,Albert Brooks,"albert,brooks,brooks, albert,albert brooks"
/m/0827d,world music,"world,music,world music,music, world"
/m/01cl0d,M01Cl0D,m01cl0d
/m/01gw8b,Jill Clayburgh,"clayburgh,jill clayburgh,jill,clayburgh, jill"
/m/01zt10,Manisha Koirala,"manisha,koirala, manisha,koirala,manisha koirala"
/m/02wtp6,The Dreamers,"the dreamers,the,dreamers,dreamers, the"
/m/0278x6s,Brian Geraghty,"geraghty, brian,brian,brian geraghty,geraghty"
/m/02zp1t,Hempstead,hempstead
/m/03s9b,Ingmar Bergman,"ingmar bergman,ingmar,bergman, ingmar,bergman"
/m/035nm,General Motors,"motors,general motors,general,motors, general"
/m/015f7,Britney Spears,"spears,britney,spears, britney,britney spears"
/m/027l4q,Pacific Palisades,"pacific,pacific palisades,palisades, pacific,palisades"
/m/04pry,Lansing,lansing
/m/02cff1,Gina McKee,"mckee,gina mckee,gina,mckee, gina"
/m/0_9l_,Howards End,"end, howards,end,howards,howards end"
/m/0y3k9,Niagara Falls,"falls,falls, niagara,niagara falls,niagara"
/m/0108xl,Tyler,tyler
/m/0g39h,Queensland,queensland
/m/014d4v,University of York,"university,university of york,york, university of,york,of"
/m/0kbn5,Gardner Fox,"gardner,fox,fox, gardner,gardner fox"
/m/04glx0,Hallmark Hall of Fame,"hallmark hall of fame,hallmark,hall,of,fame, hallmark hall of,fame"
/m/014g_s,Dwayne Johnson,"johnson,dwayne,johnson, dwayne,dwayne johnson"
/m/01znbj,Nettwerk,nettwerk
/m/0g64p,cabaret,cabaret
/m/025hwq,Revolution Studios,"studios, revolution,revolution studios,revolution,studios"
/m/0qm98,Ordinary People,"people, ordinary,ordinary,ordinary people,people"
/m/01qrbf,Martine McCutcheon,"martine mccutcheon,martine,mccutcheon, martine,mccutcheon"
/m/05yzt_,Carmine Coppola,"carmine,coppola, carmine,coppola,carmine coppola"
/m/09k34g,FC Vorskla Poltava,"poltava, fc vorskla,fc vorskla poltava,poltava,vorskla,fc"
/m/0nt6b,M0Nt6B,m0nt6b
/m/016s_5,John Fogerty,"john fogerty,fogerty, john,fogerty,john"
/m/02p0szs,historical fiction,"fiction, historical,historical fiction,historical,fiction"
/m/03_qj1,M03_Qj1,m03_qj1
/m/02dsz,disc jockey,"jockey,disc jockey,disc,jockey, disc"
/m/063hp4,Singin' in the Rain,"the,singin' in the rain,singin',rain,rain, singin' in the,in"
/m/059nf5,Coritiba F.C.,"coritiba,coritiba f.c.,f.c., coritiba,f.c."
/m/0225z1,Eidos Interactive,"interactive,interactive, eidos,eidos,eidos interactive"
/m/0ghd6l,Selangor F.C.,"f.c., selangor,selangor,selangor f.c.,f.c."
/m/0lzp,Aarhus,aarhus
/m/03fn16,FC Dinamo Tbilisi,"tbilisi,tbilisi, fc dinamo,fc,dinamo,fc dinamo tbilisi"
/m/0gd_b_,M0Gd_B_,m0gd_b_
/m/0p9tm,Butch Cassidy and the Sundance Kid,"kid,kid, butch cassidy and the sundance,and,sundance,the,butch cassidy and the sundance kid,cassidy,butch"
/m/04353,Jonathan Demme,"jonathan demme,demme,jonathan,demme, jonathan"
/m/0342z_,Moscow Conservatory,"conservatory, moscow,moscow conservatory,moscow,conservatory"
/m/015zql,Dan Curtis,"dan,curtis, dan,curtis,dan curtis"
/m/06z5s,suicide,suicide
/m/01d4cb,Ry Cooder,"cooder,cooder, ry,ry cooder,ry"
/m/0221g_,Texas Christian University,"university,christian,university, texas christian,texas,texas christian university"
/m/0677ng,Swizz Beatz,"beatz, swizz,swizz,swizz beatz,beatz"
/m/05d6q1,IFC Films,"films,ifc films,films, ifc,ifc"
/m/0dzkq,Jacques Derrida,"jacques,derrida, jacques,derrida,jacques derrida"
/m/0xhj2,Manchester,manchester
/m/05vyk,pianist,pianist
/m/021lkq,Barnet,barnet
/m/0fs54,Yangon,yangon
/m/02jxsq,Sanjeev Kumar,"kumar, sanjeev,sanjeev kumar,kumar,sanjeev"
/m/0m7yy,Peabody Awards,"peabody,awards, peabody,awards,peabody awards"
/m/09f3c,Seville,seville
/m/034q81,Panjab University,"panjab,panjab university,university,university, panjab"
/m/05zm34,punter,punter
/m/0h5qxv,Nunavut,nunavut
/m/03mh_tp,Management,management
/m/01jb8r,Filipino,filipino
/m/03pp73,Michael Moriarty,"moriarty, michael,moriarty,michael,michael moriarty"
/m/0dlqv,Santiago,santiago
/m/0gt14,Mr. Smith Goes to Washington,"goes,to,washington, mr. smith goes to,mr.,mr. smith goes to washington,smith,washington"
/m/01g_bs,acid house,"acid house,acid,house,house, acid"
/m/0b1hw,Soundgarden,soundgarden
/m/0739z6,Mare Winningham,"winningham, mare,mare,winningham,mare winningham"
/m/01kkfp,Chicago Fire FC,"chicago fire fc,chicago,fc,fc, chicago fire,fire"
/m/02b168,Leyton Orient F.C.,"leyton orient f.c.,f.c., leyton orient,leyton,orient,f.c."
/m/01hnp,British Empire,"empire,british empire,empire, british,british"
/m/0h1yf,L-arginine,l-arginine
/m/023slg,Tony Levin,"tony levin,levin, tony,levin,tony"
/m/0l_qt,Kenai Peninsula Borough,"peninsula,borough, kenai peninsula,kenai,kenai peninsula borough,borough"
/m/063g7l,Terry Crews,"crews,crews, terry,terry,terry crews"
/m/01kmd4,Kobe Bryant,"kobe,bryant, kobe,bryant,kobe bryant"
/m/0n04r,Anatomy of a Murder,"a,murder, anatomy of a,anatomy,anatomy of a murder,of,murder"
/m/0dr_9t7,Bernie,bernie
/m/04pqqb,Arnon Milchan,"milchan,arnon milchan,milchan, arnon,arnon"
/m/06nrt,Saskatchewan,saskatchewan
/m/0_wm_,Murfreesboro,murfreesboro
/m/03bxsw,Brenda Blethyn,"brenda,blethyn, brenda,blethyn,brenda blethyn"
/m/02lfp4,Leslie Bricusse,"bricusse,leslie bricusse,bricusse, leslie,leslie"
/m/06g4l,Ruth Gordon,"ruth,gordon, ruth,gordon,ruth gordon"
/m/05233hy,Carroll Clark,"carroll clark,clark, carroll,clark,carroll"
/m/0gy7bj4,Anna Karenina,"anna,anna karenina,karenina,karenina, anna"
/m/0cv9fc,Walter Hill,"walter,hill, walter,walter hill,hill"
/m/0zcbl,Paul Giamatti,"paul giamatti,giamatti, paul,giamatti,paul"
/m/02p_ycc,Arthur J. Nascarella,"nascarella,j.,arthur j. nascarella,arthur,nascarella, arthur j."
/m/04qp06,Rakesh Roshan,"rakesh,roshan, rakesh,roshan,rakesh roshan"
/m/02jkkv,Out of Sight,"out,out of sight,of,sight,sight, out of"
/m/03j70t,F.C. Copenhagen,"copenhagen, f.c.,f.c. copenhagen,copenhagen,f.c."
/m/02l6dy,Gretchen Mol,"gretchen,gretchen mol,mol, gretchen,mol"
/m/0d__g,Philip Johnson,"johnson,philip,johnson, philip,philip johnson"
/m/01w02sy,Courtney Love,"love,courtney love,love, courtney,courtney"
/m/0hfml,Buzz Aldrin,"aldrin,aldrin, buzz,buzz,buzz aldrin"
/m/07w3r,University of Tulsa,"university,tulsa, university of,tulsa,university of tulsa,of"
/m/0173b0,glam metal,"metal, glam,metal,glam metal,glam"
/m/01nm8w,Ghent University,"university,ghent university,university, ghent,ghent"
/m/0d3k14,John F. Kennedy,"kennedy, john f.,kennedy,john f. kennedy,f.,john"
/m/0yxf4,Hope and Glory,"and,glory, hope and,hope and glory,hope,glory"
/m/05w3y,Koninklijke Philips NV,"nv, koninklijke philips,philips,koninklijke,koninklijke philips nv,nv"
/m/0l6ny,1984 Summer Olympics,"summer,1984,olympics,olympics, 1984 summer,1984 summer olympics"
/m/01vz80y,Joss Whedon,"joss,whedon, joss,whedon,joss whedon"
/m/0jdx,Albania,albania
/m/03z9585,The Tourist,"the tourist,tourist,the,tourist, the"
/m/06w7mlh,The Outer Limits,"limits,the outer limits,the,limits, the outer,outer"
/m/01c22t,"Monsters, Inc.","inc.,inc., monsters,,monsters,,monsters, inc."
/m/033s6,Fleetwood Mac,"fleetwood,mac, fleetwood,fleetwood mac,mac"
/m/01bx35,43rd Annual Grammy Awards,"annual,grammy,43rd,awards, 43rd annual grammy,43rd annual grammy awards,awards"
/m/03_9hm,Morocco men's national football team,"morocco men's national football team,team, morocco men's national football,football,team,men's,national,morocco"
/m/02sch9,Punjabis,punjabis
/m/04ly1,Louisiana,louisiana
/m/08tyb_,Italia Conti Academy of Theatre Arts,"italia conti academy of theatre arts,arts,italia,academy,conti,arts, italia conti academy of theatre,of,theatre"
/m/02tjl3,Shattered Glass,"shattered glass,glass,glass, shattered,shattered"
/m/026_dq6,Brody Jenner,"brody jenner,brody,jenner,jenner, brody"
/m/06wpc,Seattle Mariners,"mariners, seattle,mariners,seattle mariners,seattle"
/m/0299hs,RoboCop,robocop
/m/01z1c,Columbia,columbia
/m/0432cd,Brian Dennehy,"brian dennehy,dennehy,brian,dennehy, brian"
/m/0f2zc,Jim Thorpe,"thorpe,jim thorpe,jim,thorpe, jim"
/m/02d4ct,Patricia Clarkson,"patricia,clarkson,patricia clarkson,clarkson, patricia"
/m/02pd1tf,Stanford Cardinal football,"stanford cardinal football,stanford,football,cardinal,football, stanford cardinal"
/m/0gtxj2q,Step Up Revolution,"up,step,revolution,revolution, step up,step up revolution"
/m/09_b4,freestyle skiing,"freestyle skiing,freestyle,skiing,skiing, freestyle"
/m/0266r6h,Katrina Bowden,"katrina,bowden, katrina,bowden,katrina bowden"
/m/01d8l,Bohemia,bohemia
/m/02g3mn,Andrea Martin,"martin,andrea,andrea martin,martin, andrea"
/m/0mwds,Schuylkill County,"schuylkill,county, schuylkill,county,schuylkill county"
/m/0fn8jc,Cory Monteith,"cory,cory monteith,monteith,monteith, cory"
/m/0jfx1,Johnny Depp,"depp, johnny,johnny depp,johnny,depp"
/m/05t54s,Live Free or Die Hard,"hard, live free or die,die,live free or die hard,or,free,hard,live"
/m/05f33tk,South Korea national under-23 football team,"korea,team, south korea national under-23 football,under-23,football,south,team,national,south korea national under-23 football team"
/m/028kk_,music director,"music,music director,director, music,director"
/m/0179q0,Richmond,richmond
/m/02krdz,Freddy Got Fingered,"freddy got fingered,fingered, freddy got,freddy,got,fingered"
/m/02s838,Dorchester,dorchester
/m/0j8hd,breast cancer,"cancer, breast,cancer,breast cancer,breast"
/m/07vsl,United States Department of State,"state, united states department of,united,of,state,department,united states department of state,states"
/m/0171b8,Kaunas,kaunas
/m/09h4b5,Vanessa Hudgens,"vanessa,vanessa hudgens,hudgens,hudgens, vanessa"
/m/099cng,Broadcast Film Critics Association Award for Best Actress,"for,film,actress,award,actress, broadcast film critics association award for best,broadcast film critics association award for best actress,critics,broadcast,best,association"
/m/0dqzkv,Leon Shamroy,"shamroy, leon,leon shamroy,shamroy,leon"
/m/06196,Prometheus Award,"prometheus award,award, prometheus,prometheus,award"
/m/0ws0h,Greenville,greenville
/m/0p__8,Mike Myers,"myers, mike,mike myers,myers,mike"
/m/01fkxr,LeAnn Rimes,"rimes,leann,rimes, leann,leann rimes"
/m/01wc7p,Kirstie Alley,"alley, kirstie,alley,kirstie,kirstie alley"
/m/02qmncd,Jerry Hey,"jerry hey,jerry,hey,hey, jerry"
/m/05jcn8,Pete Docter,"docter,pete,docter, pete,pete docter"
/m/023g6w,Dogville,dogville
/m/02w9895,Siobhan Finneran,"finneran, siobhan,finneran,siobhan,siobhan finneran"
/m/0k_q_,Glendale,glendale
/m/01t0dy,Queens College,"queens,college,queens college,college, queens"
/m/09dv49,Innocent Vareed Thekkethala,"thekkethala, innocent vareed,innocent vareed thekkethala,innocent,thekkethala,vareed"
/m/05f3q,Nobel Peace Prize,"prize,nobel,nobel peace prize,peace,prize, nobel peace"
/m/01n4f8,Bill Maher,"bill,bill maher,maher, bill,maher"
/m/0df2zx,Jackass Number Two,"two,jackass number two,number,jackass,two, jackass number"
/m/02gqm3,Never Say Never Again,"never say never again,again, never say never,again,never,say"
/m/0qpqn,Scottsdale,scottsdale
/m/0g2ff,concertina,concertina
/m/07l4z,Toronto Blue Jays,"blue,toronto,jays, toronto blue,jays,toronto blue jays"
/m/080nwsb,Footloose,footloose
/m/01k_r5b,Travis Tritt,"travis,tritt, travis,tritt,travis tritt"
/m/0ndwt2w,The Hobbit: An Unexpected Journey,"unexpected,the,journey, the hobbit: an unexpected,the hobbit: an unexpected journey,journey,hobbit:,an"
/m/03kx49,The Muppet Movie,"the,movie, the muppet,muppet,the muppet movie,movie"
/m/0g5qs2k,Snow White and the Huntsman,"huntsman, snow white and the,snow,and,the,white,huntsman,snow white and the huntsman"
/m/060d2,President of the United States,"united,the,president,states, president of the united,of,states,president of the united states"
/m/02wwsh8,Jury Prize,"prize,prize, jury,jury prize,jury"
/m/06r_by,Robert Richardson,"richardson, robert,robert richardson,richardson,robert"
/m/033m23,Ming-Na Wen,"wen, ming-na,ming-na,ming-na wen,wen"
/m/0b78hw,Noam Chomsky,"noam chomsky,chomsky, noam,noam,chomsky"
/m/02wszf,infielder,infielder
/m/02py9yf,Chuck,chuck
/m/01_f90,John F. Kennedy School of Government,"government, john f. kennedy school of,kennedy,government,f.,of,john f. kennedy school of government,john,school"
/m/09rwjly,60th Berlin International Film Festival,"berlin,film,festival, 60th berlin international film,60th,festival,60th berlin international film festival,international"
/m/07cz2,The Matrix,"matrix,matrix, the,the,the matrix"
/m/024dgj,Chris Martin,"chris martin,martin,martin, chris,chris"
/m/0bpk2,Tangerine Dream,"tangerine,dream, tangerine,dream,tangerine dream"
/m/04r7jc,Christopher Hampton,"christopher hampton,christopher,hampton, christopher,hampton"
/m/0dpqk,Eric Idle,"idle, eric,idle,eric idle,eric"
/m/01cgz,boxing,boxing
/m/0xl08,Teaneck,teaneck
/m/01jw4r,Sally Field,"sally,field,field, sally,sally field"
/m/031b91,Grammy Award for Best Global Music Album,"music,for,grammy,album,award,album, grammy award for best global music,grammy award for best global music album,global,best"
/m/03262k,Russia men's national football team,"russia men's national football team,football,team,men's,team, russia men's national football,national,russia"
/m/088vmr,dark cabaret,"dark cabaret,cabaret,cabaret, dark,dark"
/m/01kwh5j,Houko Kuwashima,"kuwashima,kuwashima, houko,houko kuwashima,houko"
/m/02psgvg,FC Bayern Munich II,"ii,ii, fc bayern munich,fc bayern munich ii,fc,munich,bayern"
/m/02hhtj,Wilmer Valderrama,"wilmer valderrama,valderrama, wilmer,wilmer,valderrama"
/m/082pc,West Bank,"west,bank, west,bank,west bank"
/m/02gjt4,Milton Keynes Dons F.C.,"dons,f.c., milton keynes dons,milton,keynes,milton keynes dons f.c.,f.c."
/m/0g9k4,Swindon,swindon
/m/0j5nm,whodunit,whodunit
/m/035s95,The Newton Boys,"newton,the newton boys,the,boys,boys, the newton"
/m/0978r,Cambridge,cambridge
/m/0bsjcw,Tony Award for Best Featured Actress in a Play,"for,tony,a,in,award,play,featured,play, tony award for best featured actress in a,actress,best,tony award for best featured actress in a play"
/m/0dclg,Philadelphia,philadelphia
/m/01kp66,Holly Hunter,"holly,hunter,hunter, holly,holly hunter"
/m/0556j8,buddy film,"film,film, buddy,buddy film,buddy"
/m/0c3351,suspense,suspense
/m/0bzjgq,49th Academy Awards,"awards,academy,49th academy awards,awards, 49th academy,49th"
/m/0jc7g,Box Elder County,"box elder county,county,box,elder,county, box elder"
/m/05drq5,Robert Benton,"benton, robert,robert benton,benton,robert"
/m/01pllx,Charlie Sheen,"sheen,charlie sheen,charlie,sheen, charlie"
/m/01my4f,David E. Kelley,"e.,david e. kelley,david,kelley, david e.,kelley"
/m/0dqyw,Osaka,osaka
/m/01n44c,Lena Horne,"lena horne,horne, lena,lena,horne"
/m/0dyl9,Milwaukee,milwaukee
/m/05qhnq,Mick Harvey,"mick,mick harvey,harvey,harvey, mick"
/m/04jhp,Lund University,"lund university,university,lund,university, lund"
/m/0htlr,Isabella Rossellini,"isabella,rossellini, isabella,rossellini,isabella rossellini"
/m/09f6b,luge,luge
/m/059kh,new wave,"wave,new wave,wave, new,new"
/m/026ldz7,Arizona State Sun Devils football,"devils,sun,football,football, arizona state sun devils,arizona state sun devils football,arizona,state"
/m/05frqx,Toronto District School Board,"board,toronto,board, toronto district school,district,toronto district school board,school"
/m/05sq84,Richard Griffiths,"richard,griffiths,griffiths, richard,richard griffiths"
/m/0dgpwnk,This Must Be the Place,"be,this must be the place,the,this,must,place, this must be the,place"
/m/01ycbq,Christopher Plummer,"plummer,christopher plummer,plummer, christopher,christopher"
/m/03n93,Howard Hughes,"howard,hughes, howard,hughes,howard hughes"
/m/03bggl,Van Heflin,"van,van heflin,heflin, van,heflin"
/m/0jpkg,Waterloo,waterloo
/m/02v703,Grammy Award for Best Tropical Latin Album,"grammy award for best tropical latin album,for,grammy,latin,album,award,album, grammy award for best tropical latin,best,tropical"
/m/05g3v,New Orleans Saints,"new orleans saints,saints,saints, new orleans,new,orleans"
/m/0n5df,Middlesex County,"middlesex county,county, middlesex,middlesex,county"
/m/0151xv,Dirk Bogarde,"dirk,bogarde, dirk,bogarde,dirk bogarde"
/m/03bzjpm,He's Just Not That Into You,"he's,not,he's just not that into you,just,you,into,you, he's just not that into,that"
/m/02yj7w,Peter Krause,"peter,krause,peter krause,krause, peter"
/m/063fh9,The Chronicles of Narnia: Prince Caspian,"caspian,narnia:,the,caspian, the chronicles of narnia: prince,prince,of,the chronicles of narnia: prince caspian,chronicles"
/m/0c_mvb,Jules Bass,"bass,jules,jules bass,bass, jules"
/m/05kms,oboe,oboe
/m/06yrj6,Tim Kaiser,"tim kaiser,kaiser, tim,tim,kaiser"
/m/02jyr8,University of Alabama at Birmingham,"university,birmingham,at,university of alabama at birmingham,alabama,of,birmingham, university of alabama at"
/m/05np4c,Ellen Pompeo,"ellen,pompeo,pompeo, ellen,ellen pompeo"
/m/027tbrc,The Tudors,"tudors, the,the tudors,the,tudors"
/m/04tr1,Malawi,malawi
/m/0djbw,rabbi,rabbi
/m/0ymbl,St Catherine's College,"st,college,st catherine's college,catherine's,college, st catherine's"
/m/0_7w6,Beauty and the Beast,"beauty and the beast,and,the,beast,beauty,beast, beauty and the"
/m/035zr0,Young Adam,"young,adam,adam, young,young adam"
/m/02g_6x,wide receiver,"wide,receiver, wide,wide receiver,receiver"
/m/03lkp,Hastings,hastings
/m/05r_j,petroleum,petroleum
/m/01qm7,community college,"community college,college, community,college,community"
/m/08z39v,David Watkin,"david,watkin, david,watkin,david watkin"
/m/0dng4,Daffy Duck,"daffy duck,duck, daffy,duck,daffy"
/m/0cchk3,University of Southern Mississippi,"university,mississippi,mississippi, university of southern,university of southern mississippi,of,southern"
/m/026bk,dance,dance
/m/013bqg,High Wycombe,"high,wycombe,wycombe, high,high wycombe"
/m/01lyv,country music,"music,country,country music,music, country"
/m/02xy5,First Lady of the United States,"states, first lady of the united,first,united,the,lady,of,first lady of the united states,states"
/m/063y9fp,Superman/Batman: Public Enemies,"superman/batman:,enemies, superman/batman: public,public,enemies,superman/batman: public enemies"
/m/01dv4h,portrait,portrait
/m/0250f,Chuck Jones,"jones, chuck,chuck jones,jones,chuck"
/m/017vkx,Trevor Horn,"trevor horn,horn,trevor,horn, trevor"
/m/02975m,CBS Radio,"cbs radio,radio, cbs,cbs,radio"
/m/08cfr1,Slaughterhouse-Five,slaughterhouse-five
/m/07fr_,Turks and Caicos Islands,"turks and caicos islands,and,islands,islands, turks and caicos,caicos,turks"
/m/0hqzr,Nantes,nantes
/m/059fjj,Kyra Sedgwick,"kyra sedgwick,kyra,sedgwick,sedgwick, kyra"
/m/08sfxj,Amazing Grace,"amazing,grace,grace, amazing,amazing grace"
/m/0t_48,Malden,malden
/m/01trtc,Interscope Records,"records,records, interscope,interscope,interscope records"
/m/026lg0s,North Carolina Tar Heels football,"carolina,tar,north,football,north carolina tar heels football,football, north carolina tar heels,heels"
/m/018pj3,Emily Robison,"robison, emily,robison,emily robison,emily"
/m/017_1x,Molde FK,"fk, molde,molde fk,fk,molde"
/m/02lfcm,Michael Imperioli,"michael imperioli,imperioli,imperioli, michael,michael"
/m/05wpnx,Ferret Music,"music,ferret,music, ferret,ferret music"
/m/024dzn,M024Dzn,m024dzn
/m/09z1lg,Calle 13,"calle,calle 13,13,13, calle"
/m/0f8l9c,France,france
/m/0k2sk,Who Framed Roger Rabbit,"who framed roger rabbit,framed,who,roger,rabbit,rabbit, who framed roger"
/m/05h95s,Avatar: The Last Airbender,"avatar:,airbender, avatar: the last,the,last,airbender,avatar: the last airbender"
/m/05kjlr,AIA Gold Medal,"medal, aia gold,medal,aia gold medal,aia,gold"
/m/06tp4h,Ashley Tisdale,"ashley tisdale,ashley,tisdale, ashley,tisdale"
/m/0gp_x9,N. Santhanam,"n. santhanam,santhanam,n.,santhanam, n."
/m/02byfd,Freddie Prinze Jr.,"freddie prinze jr.,jr., freddie prinze,prinze,jr.,freddie"
/m/03gyvwg,Naruto Shippuden the Movie: Bonds,"naruto shippuden the movie: bonds,shippuden,movie:,bonds,the,naruto,bonds, naruto shippuden the movie:"
/m/016fnb,Gwen Stefani,"stefani,stefani, gwen,gwen stefani,gwen"
/m/02m__,Exeter,exeter
/m/0mn78,Prince William County,"county, prince william,william,prince,county,prince william county"
/m/02nzb8,midfielder,midfielder
/m/03x83_,Government College University,"university,government college university,college,government,university, government college"
/m/0n5bk,Passaic County,"passaic county,county, passaic,county,passaic"
/m/086m1,War of 1812,"war,1812,of,war of 1812,1812, war of"
/m/04x56,Michael Moorcock,"michael moorcock,moorcock,michael,moorcock, michael"
/m/0mwm6,Lackawanna County,"lackawanna,county, lackawanna,lackawanna county,county"
/m/02dwn9,starting pitcher,"starting pitcher,pitcher, starting,pitcher,starting"
/m/069vt,Qantas Airways,"airways,qantas airways,qantas,airways, qantas"
/m/039_ym,Israel men's national football team,"israel,football,team, israel men's national football,israel men's national football team,team,men's,national"
/m/01csvq,Diane Keaton,"keaton,keaton, diane,diane keaton,diane"
/m/02f1c,Dolly Parton,"parton,dolly,dolly parton,parton, dolly"
/m/0h6l4,Plainfield,plainfield
/m/010tkc,Everett,everett
/m/0qmk5,Oz,oz
/m/01fkr_,VH1 USA,"vh1 usa,usa, vh1,vh1,usa"
/m/0d193h,Pearl Jam,"jam,pearl jam,jam, pearl,pearl"
/m/0hqgp,Franz Liszt,"liszt, franz,franz,liszt,franz liszt"
/m/04z_x4v,Boris Leven,"boris leven,leven, boris,leven,boris"
/m/04gp1d,92nd United States Congress,"united,92nd,92nd united states congress,congress, 92nd united states,congress,states"
/m/04pf4r,Harry Gregson-Williams,"gregson-williams, harry,harry gregson-williams,gregson-williams,harry"
/m/0c8tk,Chennai,chennai
/m/03c3jzx,Mongol invasions and conquests,"conquests, mongol invasions and,and,mongol,invasions,conquests,mongol invasions and conquests"
/m/01dvbd,"Lock, Stock and Two Smoking Barrels","barrels,and,two,stock,barrels, lock, stock and two smoking,lock, stock and two smoking barrels,lock,,smoking"
/m/060v34,House of Wax,"house,wax,house of wax,wax, house of,of"
/m/013fn,Australian Broadcasting Corporation,"australian,corporation,corporation, australian broadcasting,australian broadcasting corporation,broadcasting"
/m/04lqvlr,Il Divo,"il,divo, il,il divo,divo"
/m/0xrzh,Paterson,paterson
/m/03lpbx,Fox Kids,"kids,fox,fox kids,kids, fox"
/m/0yzyn,Lorain,lorain
/m/01k3qj,Hikaru Utada,"utada,utada, hikaru,hikaru,hikaru utada"
/m/02g3gw,Saturn Award for Best Writing,"for,best,award,writing, saturn award for best,writing,saturn award for best writing,saturn"
/m/02z2lj,Rochdale,rochdale
/m/0b4lkx,All the President's Men,"men,all the president's men,the,president's,men, all the president's,all"
/m/03wf1p2,2000 Cannes Film Festival,"festival, 2000 cannes film,film,2000,2000 cannes film festival,festival,cannes"
/m/07tp2,Uganda,uganda
/m/01h8sf,University of Keele,"university,keele,of,keele, university of,university of keele"
/m/02t4yc,Western Kentucky University,"university,western,kentucky,university, western kentucky,western kentucky university"
/m/05zn92p,TheCoolTV,thecooltv
/m/01vz0g4,The Notorious B.I.G.,"the,b.i.g.,notorious,the notorious b.i.g.,b.i.g., the notorious"
/m/04j1n8,Guadeloupe national football team,"team, guadeloupe national football,football,guadeloupe,guadeloupe national football team,team,national"
/m/028sdw,real estate developer,"developer,developer, real estate,real,estate,real estate developer"
/m/074tb5,Dermot Mulroney,"mulroney,dermot,mulroney, dermot,dermot mulroney"
/m/0b_6mr,1985 NCAA Division I men's basketball tournament,"1985,tournament,ncaa,1985 ncaa division i men's basketball tournament,i,tournament, 1985 ncaa division i men's basketball,division,basketball,men's"
/m/050yl,military history,"military history,history,history, military,military"
/m/0c_zj,Downing College,"downing,college,downing college,college, downing"
/m/04pk9,Lutheranism,lutheranism
/m/06gg5c,Laxmikant-Pyarelal,laxmikant-pyarelal
/m/033kqb,Gateshead F.C.,"gateshead f.c.,gateshead,f.c., gateshead,f.c."
